system:index,area_km2,length_km,site_no,site_no_spec,sum,.geo
0000000000000000007a,0.009797748610943338,0.3573705882352941,myanmar_chindwin_river_ningbyen_agm_region,myanmar_chindwin_river_ningbyen_agm_region_15,3.97078431372549,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,0.024486620700310886,1.2791117647058825,myanmar_chindwin_river_ningbyen_agm_region,myanmar_chindwin_river_ningbyen_agm_region_16,14.212352941176471,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,0.04154507333667784,0.8630117647058823,myanmar_chindwin_river_ningbyen_agm_region,myanmar_chindwin_river_ningbyen_agm_region_17,9.589019607843136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,0.04671184110007853,0.7859576470588235,myanmar_chindwin_river_ningbyen_agm_region,myanmar_chindwin_river_ningbyen_agm_region_18,8.73286274509804,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,0.007421068958007112,0.1594305882352941,myanmar_chindwin_river_ningbyen_agm_region,myanmar_chindwin_river_ningbyen_agm_region_19,1.7714509803921568,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,2.2135971880952745,23.786477647058785,mongolia_gatsuurt_agm_region,mongolia_gatsuurt_agm_region_1,264.29419607843096,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,0.5282027418260112,5.99923764705882,mongolia_gatsuurt_agm_region,mongolia_gatsuurt_agm_region_2,66.65819607843133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,0.005043766799144103,0.015529411764705882,mongolia_gatsuurt_agm_region,mongolia_gatsuurt_agm_region_3,0.17254901960784313,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,0.02277243366622825,0.6840352941176471,mongolia_gatsuurt_agm_region,mongolia_gatsuurt_agm_region_4,7.600392156862745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,0.08765194686339699,0.7844823529411765,mongolia_gatsuurt_agm_region,mongolia_gatsuurt_agm_region_5,8.716470588235294,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,0.6663960116011934,9.375409411764698,mongolia_gatsuurt_agm_region,mongolia_gatsuurt_agm_region_6,104.17121568627442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,0.885741402467209,8.4317894117647,nigeria_ijesa_agm_region_TSTM,nigeria_ijesa_agm_region_TSTM_1,93.68654901960778,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,0.7068005765058606,8.971729411764699,nigeria_ijesa_agm_region_TSTM,nigeria_ijesa_agm_region_TSTM_2,99.68588235294108,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,0.11773677359493692,1.5070305882352943,nigeria_ijesa_agm_region_TSTM,nigeria_ijesa_agm_region_TSTM_3,16.744784313725493,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,0.17871515497244853,2.7142376470588236,nigeria_ijesa_agm_region_TSTM,nigeria_ijesa_agm_region_TSTM_4,30.158196078431377,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,0.07479410955562157,1.5867352941176474,nigeria_ijesa_agm_region_TSTM,nigeria_ijesa_agm_region_TSTM_5,17.630392156862747,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,0.8480495312173502,8.468901176470583,nigeria_ijesa_agm_region_TSTM,nigeria_ijesa_agm_region_TSTM_6,94.09890196078426,"{""type"":""MultiPoint"",""coordinates"":[]}"
