system:index,area_km2,length_km,site_no,site_no_spec
0_000000000000000000b4,0.00647595411485654,0.350269411764706,myanmar_namsi_awng_agm_region,myanmar_namsi_awng_agm_region
0_000000000000000000b5,0.112680092363494,0.52044,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000b6,0.0166345391022347,0.47376,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000b7,0.00783627106480014,0.236611764705882,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000b8,0.0428171138683658,0.580097647058824,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000b9,0.0513240218801627,0.920484705882353,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000ba,0.00155720882499516,0.0950647058823529,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000bb,0.0134918436265868,0.506315294117647,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000bc,0.0413782837130725,0.970535294117647,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000bd,0.0697662425034375,0.551361176470588,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000be,0.0602425780766352,0.958334117647059,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000bf,0.0397360885381058,0.704851764705883,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c0,0.585086601076676,3.48655411764706,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c1,0.0208771131501489,0.58008,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c2,0.0117188116735311,0.641855294117647,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c3,0.0461208093231657,0.737901176470588,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c4,0.0595987135599715,0.999847058823529,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c5,0.0466741736618549,0.764657647058824,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c6,0.041703965418646,0.507790588235294,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c7,0.0891522513470791,0.950350588235294,sierra_leone_pampan_river_gold_diamond_region,sierra_leone_pampan_river_gold_diamond_region
0_000000000000000000c8,28.1158086099082,104.661215294118,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000c9,11.6975500693584,46.4871352941178,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000ca,9.07906966541752,33.6984952941177,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000cb,0.202894863784025,0.40158,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000cc,0.108556707627041,1.31256705882353,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000cd,0.0250166335760848,0.356823529411765,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000ce,0.0179914171817378,0.00149294117647059,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000cf,0.0411562452947208,0.398876470588235,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d0,0.0365661363274339,0,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d1,0.0400935935215306,0.526051764705882,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d2,0.0341345547359313,0.0782717647058823,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d3,0.00692926508560627,0.270123529411765,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d4,0.0124152669606162,0.676665882352941,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d5,0.0170414370123813,0.640634117647059,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d6,0.054316430425829,0.129370588235294,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d7,0.0319587023368522,0.510585882352941,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
0_000000000000000000d8,44.7228751675322,156.67049647059,peru_la_pampa_south_agm_region,peru_la_pampa_south_agm_region
